0	0.003842
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.003866
9	0.000000
10	0.003830
11	0.003740
12	0.000000
13	0.004173
14	0.004070
15	0.003746
16	0.003746
17	0.002261
18	0.002748
19	0.007101
20	0.000000
21	0.004359
22	0.010612
23	0.006025
24	0.007179
25	0.022727
26	0.027676
27	0.022036
28	0.012434
29	0.026563
30	0.029894
31	0.032131
32	0.036520
33	0.037482
34	0.038071
35	0.019974
36	0.020773
37	0.020707
38	0.020142
39	0.018867
40	0.018897
41	0.017178
42	0.017593
43	0.017322
44	0.033917
45	0.014412
46	0.025746
47	0.024128
48	0.010594
49	0.018957
50	0.008405
51	0.016468
52	0.007804
53	0.007486
54	0.000000
55	0.007401
56	0.007215
57	0.006415
58	0.000000
59	0.006097
60	0.005014
61	0.004630
62	0.000000
63	0.004696
64	0.004209
65	0.000000
66	0.004113
67	0.000000
68	0.003878
69	0.000000
70	0.004076
71	0.000000
72	0.003794
73	0.000000
74	0.003535
75	0.000000
76	0.000000
77	0.007053
78	0.000000
79	0.000000
80	0.003734
81	0.000000
82	0.000000
83	0.000000
84	0.003656
85	0.000000
86	0.000000
87	0.003042
88	0.000000
89	0.000000
90	0.003307
91	0.000000
92	0.000000
93	0.005898
94	0.000000
95	0.000000
96	0.002898
97	0.000000
98	0.003060
99	0.000000
100	0.000000
101	0.005964
102	0.000000
103	0.003048
104	0.000000
105	0.000000
106	0.003060
107	0.000000
108	0.000000
109	0.003223
110	0.000000
111	0.000000
112	0.000000
113	0.003301
114	0.000000
115	0.000000
116	0.006487
117	0.000000
118	0.000000
119	0.003295
120	0.000000
121	0.000000
122	0.000000
123	0.003127
124	0.000000
125	0.000000
126	0.003265
127	0.000000
128	0.000000
129	0.006043
130	0.000000
131	0.002814
132	0.000000
133	0.000000
134	0.002724
135	0.000000
136	0.000000
137	0.005706
138	0.000000
139	0.000000
140	0.004978
141	0.000000
142	0.000000
143	0.002513
144	0.000000
145	0.004485
146	0.000000
147	0.000000
148	0.004636
149	0.000000
150	0.002429
151	0.000000
152	0.000000
153	0.004545
154	0.000000
155	0.004329
156	0.000000
157	0.004197
158	0.000000
159	0.004203
160	0.000000
161	0.003962
162	0.000000
163	0.000000
164	0.001912
165	0.000000
166	0.000000
167	0.004305
168	0.000000
169	0.000000
170	0.004353
171	0.000000
172	0.003962
173	0.000000
174	0.000000
175	0.003752
176	0.000000
177	0.005183
178	0.000000
179	0.003181
180	0.000000
181	0.003102
182	0.000000
183	0.005051
184	0.000000
185	0.003307
186	0.000000
187	0.004774
188	0.000000
189	0.000000
190	0.002892
191	0.000000
192	0.004888
193	0.000000
194	0.003361
195	0.000000
196	0.000000
197	0.004527
198	0.000000
199	0.003241
200	0.000000
201	0.000000
202	0.000000
203	0.003349
204	0.000000
205	0.000000
206	0.000000
207	0.004948
208	0.000000
209	0.000000
210	0.000000
211	0.000000
212	0.002994
213	0.000000
214	0.000000
215	0.000000
216	0.004539
217	0.000000
218	0.000000
219	0.000000
220	0.000000
221	0.003331
222	0.000000
223	0.000000
224	0.000000
225	0.000000
226	0.003860
227	0.000000
228	0.000000
229	0.000000
230	0.003806
231	0.000000
232	0.000000
233	0.003986
234	0.000000
235	0.000000
236	0.000000
237	0.000000
238	0.003986
239	0.000000
240	0.000000
241	0.000000
242	0.005147
243	0.000000
244	0.002982
245	0.005081
246	0.000000
247	0.003944
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
