0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	8
22	8
23	8
24	8
25	8
26	8
27	8
28	8
29	8
30	8
31	8
32	8
33	8
34	10
35	10
36	10
37	10
38	10
39	10
40	10
41	10
42	10
43	10
44	10
45	10
46	11
47	11
48	11
49	11
50	11
51	11
52	11
53	13
54	13
55	13
56	13
57	13
58	14
59	14
60	14
61	14
62	15
63	15
64	15
65	16
66	16
67	17
68	18
69	19
70	19
71	21
72	22
73	22
74	23
75	24
76	25
77	25
78	25
79	26
80	26
81	26
82	27
83	27
84	28
85	29
86	29
87	30
88	30
89	31
90	31
91	32
92	32
93	33
94	33
95	34
96	34
97	35
98	36
99	37
100	38
101	39
102	40
103	41
104	42
105	43
106	44
107	44
108	45
109	46
110	46
111	47
112	47
113	48
114	49
115	49
116	50
117	51
118	51
119	52
120	53
121	55
122	56
123	57
124	59
125	60
126	61
127	63
128	64
129	66
130	68
131	70
132	72
133	74
134	77
135	77
136	80
137	84
138	87
139	90
140	93
141	93
142	96
143	98
144	101
145	101
146	103
147	106
148	109
149	113
150	116
151	116
152	119
153	123
154	126
155	129
156	129
157	131
158	134
159	137
160	137
161	140
162	140
163	143
164	145
165	145
166	148
167	148
168	150
169	153
170	153
171	155
172	155
173	157
174	157
175	159
176	159
177	161
178	161
179	164
180	167
181	167
182	170
183	170
184	172
185	172
186	175
187	175
188	177
189	177
190	177
191	179
192	179
193	181
194	181
195	183
196	183
197	183
198	185
199	185
200	187
201	187
202	187
203	190
204	190
205	192
206	192
207	192
208	194
209	194
210	197
211	197
212	197
213	199
214	199
215	203
216	203
217	207
218	207
219	207
220	212
221	212
222	216
223	216
224	216
225	221
226	221
227	226
228	226
229	230
230	230
231	233
232	233
233	238
234	238
235	242
236	242
237	242
238	244
239	244
240	245
241	245
242	245
243	245
244	245
245	247
246	247
247	247
248	247
249	247
250	247
251	247
252	247
253	247
254	247
255	247
