0	0.000000
1	0.000000
2	0.000006
3	0.000036
4	0.000132
5	0.000445
6	0.000830
7	0.001503
8	0.002050
9	0.002483
10	0.003060
11	0.002411
12	0.002555
13	0.003205
14	0.003680
15	0.003301
16	0.003313
17	0.004070
18	0.004329
19	0.003938
20	0.004143
21	0.003854
22	0.004347
23	0.005880
24	0.007804
25	0.012386
26	0.023413
27	0.022336
28	0.020298
29	0.021928
30	0.022072
31	0.030910
32	0.040019
33	0.038787
34	0.036869
35	0.035311
36	0.025740
37	0.017917
38	0.014105
39	0.016005
40	0.020996
41	0.021092
42	0.019066
43	0.018681
44	0.018855
45	0.022318
46	0.021880
47	0.022120
48	0.019294
49	0.016480
50	0.014851
51	0.012789
52	0.010227
53	0.008814
54	0.006830
55	0.006091
56	0.004798
57	0.005099
58	0.004744
59	0.004215
60	0.003908
61	0.003547
62	0.003289
63	0.002970
64	0.002856
65	0.002898
66	0.002411
67	0.002243
68	0.002255
69	0.001659
70	0.001647
71	0.001744
72	0.001647
73	0.001593
74	0.001431
75	0.001329
76	0.001443
77	0.001377
78	0.001491
79	0.001263
80	0.001172
81	0.001245
82	0.001112
83	0.001112
84	0.001142
85	0.001106
86	0.001148
87	0.001365
88	0.001335
89	0.001353
90	0.001329
91	0.001227
92	0.001311
93	0.001269
94	0.001521
95	0.001545
96	0.001635
97	0.001473
98	0.001671
99	0.001449
100	0.001545
101	0.001671
102	0.001227
103	0.001359
104	0.001311
105	0.001461
106	0.001377
107	0.001383
108	0.001293
109	0.001154
110	0.001190
111	0.001094
112	0.000980
113	0.001052
114	0.001263
115	0.001106
116	0.001239
117	0.001172
118	0.001196
119	0.001389
120	0.001317
121	0.001227
122	0.001251
123	0.001341
124	0.001190
125	0.001323
126	0.001263
127	0.001275
128	0.001196
129	0.001335
130	0.001563
131	0.001521
132	0.001497
133	0.001275
134	0.001365
135	0.001371
136	0.001245
137	0.001203
138	0.001569
139	0.001527
140	0.001479
141	0.001359
142	0.001431
143	0.001443
144	0.001449
145	0.001413
146	0.001419
147	0.001581
148	0.001635
149	0.001533
150	0.001798
151	0.001786
152	0.001726
153	0.001996
154	0.001671
155	0.001828
156	0.002038
157	0.001870
158	0.001738
159	0.001798
160	0.001557
161	0.001539
162	0.001491
163	0.001377
164	0.001335
165	0.001257
166	0.001377
167	0.001293
168	0.001395
169	0.001623
170	0.001533
171	0.001335
172	0.001527
173	0.001653
174	0.001828
175	0.001696
176	0.001647
177	0.001798
178	0.001894
179	0.001930
180	0.001750
181	0.001882
182	0.001870
183	0.001936
184	0.001924
185	0.001954
186	0.001888
187	0.001714
188	0.001834
189	0.001768
190	0.001635
191	0.001677
192	0.001828
193	0.001810
194	0.001605
195	0.001611
196	0.001467
197	0.001473
198	0.001431
199	0.001569
200	0.001227
201	0.001034
202	0.001251
203	0.001016
204	0.000980
205	0.001016
206	0.000950
207	0.000848
208	0.000818
209	0.000770
210	0.000685
211	0.000878
212	0.000782
213	0.000818
214	0.000770
215	0.000788
216	0.000920
217	0.000746
218	0.000920
219	0.001052
220	0.000854
221	0.000830
222	0.000878
223	0.000794
224	0.000806
225	0.000728
226	0.000806
227	0.000914
228	0.001190
229	0.001215
230	0.001407
231	0.001190
232	0.001034
233	0.000926
234	0.000836
235	0.000758
236	0.000818
237	0.000728
238	0.000788
239	0.000806
240	0.000734
241	0.001209
242	0.001750
243	0.002315
244	0.002417
245	0.002140
246	0.002116
247	0.001768
248	0.001377
249	0.000776
250	0.000541
251	0.000511
252	0.000319
253	0.000168
254	0.000036
255	0.000006
