0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	3
47	3
48	3
49	3
50	3
51	3
52	3
53	4
54	4
55	4
56	4
57	4
58	5
59	5
60	5
61	5
62	6
63	6
64	6
65	7
66	7
67	8
68	9
69	10
70	10
71	12
72	13
73	14
74	16
75	18
76	20
77	21
78	23
79	26
80	28
81	31
82	33
83	36
84	39
85	43
86	46
87	50
88	54
89	58
90	62
91	66
92	71
93	76
94	81
95	86
96	90
97	96
98	101
99	106
100	111
101	116
102	121
103	125
104	130
105	134
106	139
107	143
108	147
109	150
110	153
111	156
112	159
113	162
114	164
115	167
116	169
117	171
118	173
119	175
120	177
121	179
122	181
123	182
124	184
125	185
126	186
127	188
128	189
129	190
130	191
131	192
132	193
133	194
134	195
135	195
136	196
137	197
138	198
139	199
140	200
141	200
142	201
143	202
144	203
145	203
146	204
147	205
148	206
149	207
150	208
151	208
152	209
153	210
154	211
155	212
156	212
157	213
158	214
159	215
160	215
161	216
162	216
163	217
164	218
165	218
166	219
167	219
168	220
169	221
170	221
171	222
172	222
173	223
174	223
175	224
176	224
177	225
178	225
179	226
180	227
181	227
182	228
183	228
184	229
185	229
186	230
187	230
188	231
189	231
190	231
191	232
192	232
193	233
194	233
195	234
196	234
197	234
198	235
199	235
200	236
201	236
202	236
203	237
204	237
205	238
206	238
207	238
208	239
209	239
210	240
211	240
212	240
213	241
214	241
215	242
216	242
217	243
218	243
219	243
220	244
221	244
222	245
223	245
224	245
225	246
226	246
227	247
228	247
229	248
230	248
231	249
232	249
233	250
234	250
235	251
236	251
237	251
238	252
239	252
240	253
241	253
242	253
243	253
244	253
245	254
246	254
247	254
248	254
249	254
250	254
251	254
252	254
253	254
254	254
255	254
