0	0.580291	0.013131	0.001209
1	0.004906	0.003277	0.000649
2	0.005958	0.003824	0.000024
3	0.005105	0.004870	0.000619
4	0.006993	0.003145	0.000012
5	0.004966	0.004107	0.000493
6	0.006043	0.007275	0.000385
7	0.006397	0.009205	0.000391
8	0.005856	0.017226	0.000325
9	0.005688	0.023028	0.000421
10	0.004660	0.022998	0.000156
11	0.005051	0.025018	0.000752
12	0.004786	0.026960	0.000012
13	0.004545	0.031548	0.000884
14	0.005153	0.033586	0.000493
15	0.004215	0.034361	0.000673
16	0.004990	0.031169	0.000770
17	0.003686	0.025168	0.000379
18	0.003986	0.022817	0.000559
19	0.003283	0.019631	0.000463
20	0.003770	0.019577	0.000253
21	0.003169	0.018994	0.000697
22	0.003457	0.019691	0.000463
23	0.003223	0.018098	0.000493
24	0.003241	0.018170	0.000776
25	0.003193	0.018765	0.000619
26	0.003259	0.021639	0.000547
27	0.003036	0.022150	0.000577
28	0.002730	0.024020	0.000493
29	0.003120	0.020022	0.000619
30	0.002225	0.018392	0.000475
31	0.003199	0.015518	0.000794
32	0.002038	0.013997	0.001160
33	0.003481	0.012650	0.001196
34	0.001960	0.011261	0.001527
35	0.003163	0.010576	0.001527
36	0.001888	0.009548	0.002399
37	0.002880	0.007732	0.002513
38	0.001750	0.006860	0.002694
39	0.002561	0.006590	0.003794
40	0.001623	0.006560	0.003944
41	0.002213	0.006109	0.002910
42	0.002243	0.004780	0.002195
43	0.001996	0.004588	0.002555
44	0.001677	0.004467	0.002291
45	0.002285	0.004642	0.002086
46	0.001954	0.004299	0.002231
47	0.001696	0.003463	0.002495
48	0.001936	0.003926	0.002856
49	0.001485	0.003716	0.002982
50	0.001876	0.003175	0.002760
51	0.001130	0.002676	0.002032
52	0.002122	0.002724	0.003018
53	0.000926	0.002730	0.002062
54	0.001918	0.002543	0.002784
55	0.000818	0.002140	0.002387
56	0.001918	0.002357	0.002664
57	0.000661	0.002435	0.003229
58	0.001900	0.002098	0.003367
59	0.001124	0.001852	0.003385
60	0.001677	0.002086	0.003487
61	0.000866	0.001720	0.004016
62	0.001497	0.001684	0.004588
63	0.000908	0.002219	0.004810
64	0.001178	0.001816	0.005399
65	0.000806	0.001720	0.006421
66	0.001569	0.001930	0.006121
67	0.000872	0.001696	0.006981
68	0.001269	0.001419	0.007005
69	0.000950	0.001449	0.005862
70	0.001064	0.001653	0.006578
71	0.000800	0.001221	0.007419
72	0.001004	0.001100	0.007341
73	0.000890	0.001347	0.008045
74	0.000986	0.001040	0.009861
75	0.001004	0.000986	0.012175
76	0.000860	0.001082	0.011027
77	0.000824	0.001124	0.012975
78	0.000986	0.000758	0.015013
79	0.000962	0.000830	0.013336
80	0.001022	0.001034	0.012199
81	0.001088	0.000806	0.017045
82	0.000722	0.001112	0.017689
83	0.001287	0.001509	0.016733
84	0.000824	0.001299	0.020966
85	0.001203	0.001076	0.024098
86	0.001022	0.001395	0.025764
87	0.001124	0.001160	0.023659
88	0.000974	0.001299	0.025673
89	0.001563	0.001293	0.025517
90	0.000709	0.001437	0.025770
91	0.001269	0.001371	0.021855
92	0.001004	0.001377	0.021513
93	0.001094	0.001515	0.021591
94	0.000884	0.001696	0.020761
95	0.001251	0.001377	0.020022
96	0.000734	0.001317	0.020016
97	0.001696	0.001287	0.015302
98	0.001136	0.001160	0.015446
99	0.001359	0.001557	0.019426
100	0.000734	0.001148	0.014033
101	0.001371	0.001209	0.017238
102	0.001124	0.001016	0.015753
103	0.001166	0.000884	0.015813
104	0.000728	0.000908	0.011833
105	0.001389	0.001010	0.008899
106	0.000649	0.001112	0.007756
107	0.001046	0.001148	0.005790
108	0.000962	0.001245	0.005760
109	0.001148	0.001455	0.004924
110	0.000697	0.001323	0.003078
111	0.001407	0.001371	0.004203
112	0.001196	0.001413	0.004161
113	0.001275	0.000974	0.003205
114	0.000667	0.001359	0.002940
115	0.001684	0.001070	0.002567
116	0.000842	0.001136	0.003066
117	0.001281	0.000848	0.001539
118	0.000938	0.001016	0.001870
119	0.001906	0.000974	0.002231
120	0.000667	0.000920	0.001930
121	0.001437	0.001257	0.001275
122	0.000986	0.001473	0.002567
123	0.001575	0.001413	0.001708
124	0.000794	0.001617	0.001918
125	0.001846	0.001389	0.001557
126	0.000830	0.001479	0.001726
127	0.001617	0.001425	0.002333
128	0.000908	0.001142	0.001221
129	0.001359	0.001239	0.001527
130	0.001034	0.001203	0.002381
131	0.001611	0.001215	0.001407
132	0.000908	0.001479	0.001557
133	0.001858	0.001509	0.001365
134	0.000992	0.001401	0.002255
135	0.001509	0.001647	0.000950
136	0.001407	0.001563	0.001437
137	0.001383	0.001575	0.002483
138	0.000980	0.001287	0.001293
139	0.001461	0.001209	0.001028
140	0.000836	0.001629	0.002417
141	0.002044	0.001100	0.001738
142	0.000920	0.001497	0.001166
143	0.001299	0.001521	0.001738
144	0.001635	0.001184	0.002267
145	0.001154	0.001473	0.001677
146	0.001365	0.001551	0.001383
147	0.001311	0.001311	0.001942
148	0.000968	0.001473	0.002237
149	0.002285	0.001383	0.001028
150	0.000902	0.001527	0.002237
151	0.002706	0.001828	0.002561
152	0.000517	0.001966	0.001233
153	0.003120	0.002261	0.002110
154	0.000301	0.001864	0.001894
155	0.003277	0.001948	0.002165
156	0.000186	0.001780	0.002225
157	0.003313	0.001822	0.001016
158	0.000228	0.001671	0.002886
159	0.002158	0.001365	0.001479
160	0.000926	0.001016	0.002158
161	0.001497	0.001100	0.002020
162	0.000746	0.000836	0.002062
163	0.002134	0.000643	0.001593
164	0.000752	0.001034	0.002032
165	0.001419	0.001461	0.001720
166	0.001491	0.001076	0.001900
167	0.001437	0.001629	0.002327
168	0.001936	0.001587	0.001750
169	0.001215	0.001461	0.001593
170	0.001726	0.001798	0.002417
171	0.001756	0.001635	0.001617
172	0.001515	0.001239	0.002158
173	0.002742	0.001227	0.002128
174	0.001052	0.001732	0.001209
175	0.002898	0.002243	0.002664
176	0.000740	0.002008	0.001665
177	0.003517	0.002044	0.002231
178	0.000343	0.001503	0.002694
179	0.003517	0.001756	0.000908
180	0.000361	0.001569	0.002549
181	0.003632	0.001690	0.001148
182	0.000475	0.002092	0.002519
183	0.003211	0.002321	0.002080
184	0.000565	0.001804	0.002724
185	0.002664	0.001714	0.001708
186	0.000890	0.001816	0.002724
187	0.002375	0.001810	0.002062
188	0.001509	0.001016	0.002273
189	0.001515	0.001190	0.000770
190	0.001696	0.001702	0.001888
191	0.001527	0.001990	0.001756
192	0.002002	0.002321	0.002183
193	0.001407	0.001611	0.002038
194	0.001972	0.001690	0.001449
195	0.001473	0.000914	0.001419
196	0.001094	0.001311	0.000740
197	0.001653	0.002213	0.002417
198	0.000842	0.001251	0.001515
199	0.001720	0.001485	0.001455
200	0.000667	0.000673	0.001515
201	0.001100	0.000439	0.000409
202	0.000691	0.000752	0.001263
203	0.001677	0.001623	0.001425
204	0.000583	0.000691	0.001239
205	0.001178	0.000505	0.000661
206	0.000752	0.001160	0.000914
207	0.001305	0.002189	0.001762
208	0.001112	0.000679	0.000890
209	0.000800	0.000265	0.000583
210	0.000842	0.000355	0.000776
211	0.000806	0.000746	0.000613
212	0.001359	0.001112	0.001148
213	0.000589	0.000758	0.001022
214	0.001190	0.000559	0.000337
215	0.000583	0.001130	0.000914
216	0.001335	0.001750	0.000974
217	0.000734	0.000878	0.001052
218	0.001148	0.000168	0.000703
219	0.000469	0.000301	0.000529
220	0.001401	0.000848	0.000625
221	0.000385	0.001401	0.001281
222	0.001455	0.000637	0.001010
223	0.000331	0.000102	0.000433
224	0.001130	0.000427	0.000685
225	0.000445	0.000884	0.000583
226	0.001425	0.001593	0.001251
227	0.000439	0.000884	0.001022
228	0.000986	0.000222	0.000247
229	0.000788	0.001046	0.000938
230	0.001124	0.001738	0.000938
231	0.000433	0.001070	0.001112
232	0.000788	0.000956	0.000728
233	0.000734	0.001671	0.001467
234	0.001172	0.001040	0.000986
235	0.000577	0.000078	0.000595
236	0.000770	0.000216	0.000950
237	0.000583	0.001016	0.001004
238	0.001233	0.001750	0.001281
239	0.000373	0.000932	0.001311
240	0.000950	0.000313	0.000836
241	0.001070	0.001203	0.001936
242	0.000890	0.002297	0.001112
243	0.001130	0.002231	0.001780
244	0.000613	0.002267	0.002357
245	0.001305	0.003277	0.001786
246	0.000499	0.001942	0.002285
247	0.001443	0.002369	0.002020
248	0.000277	0.001082	0.002002
249	0.001118	0.000174	0.000974
250	0.000102	0.000018	0.001774
251	0.000397	0.000006	0.000782
252	0.000036	0.000000	0.000950
253	0.000162	0.000000	0.000451
254	0.000072	0.000000	0.000144
255	0.000271	0.000000	0.000379
